
Loading datasets...
  Plants: 11,673
  Organisms: 11,711
  Fungi: 11,711
  tier_1_tropical               : 1,659 plants
  tier_2_mediterranean          : 4,064 plants
  tier_3_humid_temperate        : 8,808 plants
  tier_4_continental            : 4,381 plants
  tier_5_boreal_polar           :   960 plants
  tier_6_arid                   : 2,404 plants

Initializing Faith's PD calculator...
Loading phylogenetic tree from: data/stage1/phlogeny/mixgb_tree_11676_species_20251027.nwk
Loading mapping from: data/stage1/phlogeny/mixgb_wfo_to_tree_mapping_11676.csv
  Tree tips: 10977
  WFO mappings: 11676
PhyloPDCalculator initialized (using TreeSwift).
✓ Faith's PD calculator loaded

================================================================================
STAGE: Stage 2: 7-Plant
================================================================================
Guild size: 7 plants
Guilds per tier: 20,000

tier_1_tropical:
  Plant pool: 1,659

  Sampling:   0%|          | 0/20000 [00:00<?, ?it/s]
  Sampling:   0%|          | 9/20000 [00:00<04:07, 80.69it/s]
  Sampling:   0%|          | 18/20000 [00:00<04:03, 81.90it/s]
  Sampling:   0%|          | 27/20000 [00:00<04:02, 82.50it/s]
  Sampling:   0%|          | 36/20000 [00:00<04:02, 82.38it/s]
  Sampling:   0%|          | 45/20000 [00:00<04:01, 82.47it/s]
  Sampling:   0%|          | 54/20000 [00:00<04:02, 82.34it/s]
  Sampling:   0%|          | 63/20000 [00:00<04:02, 82.22it/s]
  Sampling:   0%|          | 72/20000 [00:00<04:01, 82.42it/s]
  Sampling:   0%|          | 81/20000 [00:00<04:01, 82.61it/s]
  Sampling:   0%|          | 90/20000 [00:01<04:00, 82.72it/s]
  Sampling:   0%|          | 99/20000 [00:01<04:00, 82.67it/s]
  Sampling:   1%|          | 108/20000 [00:01<03:59, 82.91it/s]
  Sampling:   1%|          | 117/20000 [00:01<03:59, 82.98it/s]
  Sampling:   1%|          | 126/20000 [00:01<03:59, 83.08it/s]
  Sampling:   1%|          | 135/20000 [00:01<03:59, 83.04it/s]
  Sampling:   1%|          | 144/20000 [00:01<03:59, 83.04it/s]
  Sampling:   1%|          | 153/20000 [00:01<03:58, 83.09it/s]
  Sampling:   1%|          | 162/20000 [00:01<03:59, 82.87it/s]
  Sampling:   1%|          | 171/20000 [00:02<03:59, 82.83it/s]
  Sampling:   1%|          | 180/20000 [00:02<03:59, 82.86it/s]
  Sampling:   1%|          | 189/20000 [00:02<03:59, 82.77it/s]
  Sampling:   1%|          | 198/20000 [00:02<03:59, 82.77it/s]
  Sampling:   1%|          | 207/20000 [00:02<03:59, 82.80it/s]
  Sampling:   1%|          | 216/20000 [00:02<03:59, 82.76it/s]
  Sampling:   1%|          | 225/20000 [00:02<03:58, 82.79it/s]
  Sampling:   1%|          | 234/20000 [00:02<03:58, 82.85it/s]
  Sampling:   1%|          | 243/20000 [00:02<03:58, 82.93it/s]
  Sampling:   1%|▏         | 252/20000 [00:03<03:58, 82.88it/s]
  Sampling:  14%|█▍        | 2844/20000 [00:33<03:22, 84.61it/s]
  Sampling:  14%|█▍        | 2853/20000 [00:33<03:22, 84.71it/s]
  Sampling:  14%|█▍        | 2862/20000 [00:34<03:23, 84.29it/s]
  Sampling:  14%|█▍        | 2871/20000 [00:34<03:23, 84.30it/s]
  Sampling:  14%|█▍        | 2880/20000 [00:34<03:23, 84.26it/s]
  Sampling:  14%|█▍        | 2889/20000 [00:34<03:22, 84.40it/s]
  Sampling:  14%|█▍        | 2898/20000 [00:34<03:22, 84.64it/s]
  Sampling:  15%|█▍        | 2907/20000 [00:34<03:21, 84.67it/s]
  Sampling:  15%|█▍        | 2916/20000 [00:34<03:22, 84.49it/s]
  Sampling:  15%|█▍        | 2925/20000 [00:34<03:22, 84.28it/s]
  Sampling:  15%|█▍        | 2934/20000 [00:34<03:22, 84.45it/s]
  Sampling:  15%|█▍        | 2943/20000 [00:35<03:21, 84.48it/s]
  Sampling:  15%|█▍        | 2952/20000 [00:35<03:21, 84.45it/s]
  Sampling:  15%|█▍        | 2961/20000 [00:35<03:21, 84.44it/s]
  Sampling:  15%|█▍        | 2970/20000 [00:35<03:21, 84.64it/s]
  Sampling:  15%|█▍        | 2979/20000 [00:35<03:20, 84.74it/s]
  Sampling:  15%|█▍        | 2988/20000 [00:35<03:20, 84.84it/s]
  Sampling:  15%|█▍        | 2997/20000 [00:35<03:20, 84.87it/s]
  Sampling:  15%|█▌        | 3006/20000 [00:35<03:20, 84.85it/s]
  Sampling:  15%|█▌        | 3015/20000 [00:35<03:20, 84.80it/s]
  Sampling:  15%|█▌        | 3024/20000 [00:35<03:19, 84.97it/s]
  Sampling:  15%|█▌        | 3033/20000 [00:36<03:19, 84.95it/s]
  Sampling:  15%|█▌        | 3042/20000 [00:36<03:19, 84.85it/s]
  Sampling:  15%|█▌        | 3051/20000 [00:36<03:19, 84.76it/s]
  Sampling:  15%|█▌        | 3060/20000 [00:36<03:19, 84.84it/s]
  Sampling:  15%|█▌        | 3069/20000 [00:36<03:19, 84.84it/s]
  Sampling:  15%|█▌        | 3078/20000 [00:36<03:20, 84.59it/s]
  Sampling:  15%|█▌        | 3087/20000 [00:36<03:20, 84.53it/s]
  Sampling:  15%|█▌        | 3096/20000 [00:36<03:19, 84.60it/s]
  Sampling:  16%|█▌        | 3105/20000 [00:36<03:20, 84.41it/s]
  Sampling:  16%|█▌        | 3114/20000 [00:37<03:19, 84.46it/s]
  Sampling:  16%|█▌        | 3123/20000 [00:37<03:19, 84.47it/s]
  Sampling:  16%|█▌        | 3132/20000 [00:37<03:19, 84.73it/s]
  Sampling:  16%|█▌        | 3141/20000 [00:37<03:18, 84.73it/s]
  Sampling:  16%|█▌        | 3150/20000 [00:37<03:19, 84.62it/s]
  Sampling:  16%|█▌        | 3159/20000 [00:37<03:19, 84.53it/s]
  Sampling:  16%|█▌        | 3168/20000 [00:37<03:18, 84.67it/s]
  Sampling:  16%|█▌        | 3177/20000 [00:37<03:18, 84.66it/s]
  Sampling:  16%|█▌        | 3186/20000 [00:37<03:18, 84.59it/s]
  Sampling:  16%|█▌        | 3195/20000 [00:37<03:18, 84.63it/s]
  Sampling:  16%|█▌        | 3204/20000 [00:38<03:19, 84.17it/s]
  Sampling:  16%|█▌        | 3213/20000 [00:38<03:19, 84.34it/s]
  Sampling:  16%|█▌        | 3222/20000 [00:38<03:18, 84.72it/s]
  Sampling:  16%|█▌        | 3231/20000 [00:38<03:17, 84.95it/s]
  Sampling:  16%|█▌        | 3240/20000 [00:38<03:16, 85.20it/s]
  Sampling:  16%|█▌        | 3249/20000 [00:38<03:16, 85.46it/s]
  Sampling:  16%|█▋        | 3258/20000 [00:38<03:15, 85.49it/s]
  Sampling:  16%|█▋        | 3267/20000 [00:38<03:15, 85.39it/s]
  Sampling:  16%|█▋        | 3276/20000 [00:38<03:16, 85.21it/s]
  Sampling:  16%|█▋        | 3285/20000 [00:39<03:15, 85.30it/s]
  Sampling:  16%|█▋        | 3294/20000 [00:39<03:15, 85.38it/s]
  Sampling:  17%|█▋        | 3303/20000 [00:39<03:15, 85.40it/s]
  Sampling:  17%|█▋        | 3312/20000 [00:39<03:15, 85.26it/s]
  Sampling:  17%|█▋        | 3321/20000 [00:39<03:16, 85.03it/s]
  Sampling:  17%|█▋        | 3330/20000 [00:39<03:15, 85.06it/s]
  Sampling:  17%|█▋        | 3339/20000 [00:39<03:15, 85.06it/s]
  Sampling:  17%|█▋        | 3348/20000 [00:39<03:15, 85.21it/s]
  Sampling:  17%|█▋        | 3357/20000 [00:39<03:15, 85.17it/s]
  Sampling:  17%|█▋        | 3366/20000 [00:39<03:15, 85.28it/s]
  Sampling:  17%|█▋        | 3375/20000 [00:40<03:15, 85.24it/s]
  Sampling:  17%|█▋        | 3384/20000 [00:40<03:15, 85.09it/s]
  Sampling:  17%|█▋        | 3393/20000 [00:40<03:15, 85.04it/s]
  Sampling:  17%|█▋        | 3402/20000 [00:40<03:15, 85.07it/s]
  Sampling:  17%|█▋        | 3411/20000 [00:40<03:14, 85.21it/s]
  Sampling:  17%|█▋        | 3420/20000 [00:40<03:14, 85.22it/s]
  Sampling:  17%|█▋        | 3429/20000 [00:40<03:14, 85.09it/s]
  Sampling:  17%|█▋        | 3438/20000 [00:40<03:14, 85.07it/s]
  Sampling:  17%|█▋        | 3447/20000 [00:40<03:14, 85.23it/s]
  Sampling:  17%|█▋        | 3456/20000 [00:41<03:14, 85.03it/s]
  Sampling:  17%|█▋        | 3465/20000 [00:41<03:13, 85.37it/s]
  Sampling:  17%|█▋        | 3474/20000 [00:41<03:13, 85.25it/s]
  Sampling:  17%|█▋        | 3483/20000 [00:41<03:13, 85.29it/s]
  Sampling:  17%|█▋        | 3492/20000 [00:41<03:13, 85.45it/s]
  Sampling:  18%|█▊        | 3501/20000 [00:41<03:13, 85.34it/s]
  Sampling:  18%|█▊        | 3510/20000 [00:41<03:13, 85.34it/s]
  Sampling:  18%|█▊        | 3519/20000 [00:41<03:13, 85.30it/s]
  Sampling:  18%|█▊        | 3528/20000 [00:41<03:12, 85.44it/s]
  Sampling:  18%|█▊        | 3537/20000 [00:41<03:12, 85.48it/s]
  Sampling:  18%|█▊        | 3546/20000 [00:42<03:12, 85.42it/s]
  Sampling:  18%|█▊        | 3555/20000 [00:42<03:12, 85.33it/s]
  Sampling:  18%|█▊        | 3564/20000 [00:42<03:12, 85.34it/s]
  Sampling:  18%|█▊        | 3573/20000 [00:42<03:12, 85.34it/s]
  Sampling:  18%|█▊        | 3582/20000 [00:42<03:12, 85.33it/s]
  Sampling:  18%|█▊        | 3591/20000 [00:42<03:12, 85.33it/s]
  Sampling:  18%|█▊        | 3600/20000 [00:42<03:12, 85.12it/s]
  Sampling:  18%|█▊        | 3609/20000 [00:42<03:12, 85.08it/s]
  Sampling:  18%|█▊        | 3618/20000 [00:42<03:12, 85.20it/s]
  Sampling:  18%|█▊        | 3627/20000 [00:43<03:11, 85.29it/s]
  Sampling:  18%|█▊        | 3636/20000 [00:43<03:11, 85.35it/s]
  Sampling:  18%|█▊        | 3645/20000 [00:43<03:11, 85.21it/s]
  Sampling:  18%|█▊        | 3654/20000 [00:43<03:11, 85.25it/s]
  Sampling:  18%|█▊        | 3663/20000 [00:43<03:11, 85.25it/s]
  Sampling:  18%|█▊        | 3672/20000 [00:43<03:11, 85.34it/s]
  Sampling:  18%|█▊        | 3681/20000 [00:43<03:11, 85.27it/s]
  Sampling:  18%|█▊        | 3690/20000 [00:43<03:10, 85.43it/s]
  Sampling:  18%|█▊        | 3699/20000 [00:43<03:10, 85.45it/s]
  Sampling:  19%|█▊        | 3708/20000 [00:43<03:10, 85.45it/s]
  Sampling:  19%|█▊        | 3717/20000 [00:44<03:10, 85.29it/s]
  Sampling:  19%|█▊        | 3726/20000 [00:44<03:11, 85.09it/s]
  Sampling:  19%|█▊        | 3735/20000 [00:44<03:11, 85.05it/s]
  Sampling:  19%|█▊        | 3744/20000 [00:44<03:10, 85.17it/s]
  Sampling:  19%|█▉        | 3753/20000 [00:44<03:10, 85.17it/s]
  Sampling:  19%|█▉        | 3762/20000 [00:44<03:10, 85.02it/s]
  Sampling:  19%|█▉        | 3771/20000 [00:44<03:10, 85.17it/s]
  Sampling:  19%|█▉        | 3780/20000 [00:44<03:10, 85.26it/s]
  Sampling:  19%|█▉        | 3789/20000 [00:44<03:10, 85.17it/s]
  Sampling:  19%|█▉        | 3798/20000 [00:45<03:10, 85.25it/s]
  Sampling:  19%|█▉        | 3807/20000 [00:45<03:09, 85.30it/s]
  Sampling:  19%|█▉        | 3816/20000 [00:45<03:09, 85.30it/s]
  Sampling:  19%|█▉        | 3825/20000 [00:45<03:10, 85.13it/s]
  Sampling:  19%|█▉        | 3834/20000 [00:45<03:09, 85.11it/s]
  Sampling:  19%|█▉        | 3843/20000 [00:45<03:09, 85.07it/s]
  Sampling:  19%|█▉        | 3852/20000 [00:45<03:10, 84.89it/s]
  Sampling:  19%|█▉        | 3861/20000 [00:45<03:09, 84.98it/s]
  Sampling:  19%|█▉        | 3870/20000 [00:45<03:09, 85.06it/s]
  Sampling:  19%|█▉        | 3879/20000 [00:46<03:09, 85.01it/s]
  Sampling:  19%|█▉        | 3888/20000 [00:46<03:09, 85.13it/s]
  Sampling:  19%|█▉        | 3897/20000 [00:46<03:08, 85.24it/s]
  Sampling:  20%|█▉        | 3906/20000 [00:46<03:08, 85.33it/s]
  Sampling:  20%|█▉        | 3915/20000 [00:46<03:08, 85.13it/s]
  Sampling:  20%|█▉        | 3924/20000 [00:46<03:09, 84.99it/s]
  Sampling:  20%|█▉        | 3933/20000 [00:46<03:08, 85.14it/s]
  Sampling:  20%|█▉        | 3942/20000 [00:46<03:08, 85.24it/s]
  Sampling:  20%|█▉        | 3951/20000 [00:46<03:08, 85.19it/s]
  Sampling:  20%|█▉        | 3960/20000 [00:46<03:08, 85.10it/s]
  Sampling:  20%|█▉        | 3969/20000 [00:47<03:08, 85.17it/s]
  Sampling:  20%|█▉        | 3978/20000 [00:47<03:07, 85.39it/s]
  Sampling:  20%|█▉        | 3987/20000 [00:47<03:07, 85.23it/s]
  Sampling:  20%|█▉        | 3996/20000 [00:47<03:07, 85.16it/s]
  Sampling:  20%|██        | 4005/20000 [00:47<03:07, 85.31it/s]
  Sampling:  20%|██        | 4014/20000 [00:47<03:06, 85.50it/s]
  Sampling:  20%|██        | 4023/20000 [00:47<03:07, 85.16it/s]
  Sampling:  20%|██        | 4032/20000 [00:47<03:07, 85.13it/s]
  Sampling:  20%|██        | 4041/20000 [00:47<03:06, 85.36it/s]
  Sampling:  20%|██        | 4050/20000 [00:48<03:06, 85.33it/s]
  Sampling:  20%|██        | 4059/20000 [00:48<03:06, 85.31it/s]
  Sampling:  20%|██        | 4068/20000 [00:48<03:06, 85.25it/s]
  Sampling:  20%|██        | 4077/20000 [00:48<03:06, 85.25it/s]
  Sampling:  20%|██        | 4086/20000 [00:48<03:06, 85.42it/s]
  Sampling:  20%|██        | 4095/20000 [00:48<03:06, 85.50it/s]
  Sampling:  21%|██        | 4104/20000 [00:48<03:06, 85.44it/s]
  Sampling:  21%|██        | 4113/20000 [00:48<03:06, 85.28it/s]
  Sampling:  21%|██        | 4122/20000 [00:48<03:06, 85.17it/s]
  Sampling:  21%|██        | 4131/20000 [00:48<03:06, 85.06it/s]
  Sampling:  21%|██        | 4140/20000 [00:49<03:06, 85.10it/s]
  Sampling:  21%|██        | 4149/20000 [00:49<03:06, 85.11it/s]
  Sampling:  21%|██        | 4158/20000 [00:49<03:05, 85.25it/s]
  Sampling:  21%|██        | 4167/20000 [00:49<03:05, 85.35it/s]
  Sampling:  21%|██        | 4176/20000 [00:49<03:05, 85.50it/s]
  Sampling:  21%|██        | 4185/20000 [00:49<03:04, 85.49it/s]
  Sampling:  21%|██        | 4194/20000 [00:49<03:05, 85.38it/s]
  Sampling:  21%|██        | 4203/20000 [00:49<03:05, 85.26it/s]
  Sampling:  21%|██        | 4212/20000 [00:49<03:05, 85.19it/s]
  Sampling:  21%|██        | 4221/20000 [00:50<03:05, 85.16it/s]
  Sampling:  21%|██        | 4230/20000 [00:50<03:05, 85.10it/s]
  Sampling:  21%|██        | 4239/20000 [00:50<03:05, 84.87it/s]
  Sampling:  21%|██        | 4248/20000 [00:50<03:05, 84.93it/s]
  Sampling:  21%|██▏       | 4257/20000 [00:50<03:05, 85.05it/s]
  Sampling:  21%|██▏       | 4266/20000 [00:50<03:04, 85.09it/s]
  Sampling:  21%|██▏       | 4275/20000 [00:50<03:04, 85.05it/s]
  Sampling:  21%|██▏       | 4284/20000 [00:50<03:04, 85.04it/s]
  Sampling:  21%|██▏       | 4293/20000 [00:50<03:04, 85.03it/s]
  Sampling:  22%|██▏       | 4302/20000 [00:50<03:04, 85.30it/s]
  Sampling:  22%|██▏       | 4311/20000 [00:51<03:03, 85.36it/s]
  Sampling:  22%|██▏       | 4320/20000 [00:51<03:03, 85.43it/s]
  Sampling:  22%|██▏       | 4329/20000 [00:51<03:03, 85.36it/s]
  Sampling:  22%|██▏       | 4338/20000 [00:51<03:03, 85.31it/s]
  Sampling:  22%|██▏       | 4347/20000 [00:51<03:03, 85.30it/s]
  Sampling:  22%|██▏       | 4356/20000 [00:51<03:03, 85.10it/s]
  Sampling:  22%|██▏       | 4365/20000 [00:51<03:03, 85.06it/s]
  Sampling:  22%|██▏       | 4374/20000 [00:51<03:03, 85.08it/s]
  Sampling:  22%|██▏       | 4383/20000 [00:51<03:03, 85.16it/s]
  Sampling:  22%|██▏       | 4392/20000 [00:52<03:03, 85.00it/s]
  Sampling:  22%|██▏       | 4401/20000 [00:52<03:03, 85.11it/s]
  Sampling:  22%|██▏       | 4410/20000 [00:52<03:03, 85.14it/s]
  Sampling:  22%|██▏       | 4419/20000 [00:52<03:02, 85.21it/s]
  Sampling:  22%|██▏       | 4428/20000 [00:52<03:03, 85.06it/s]
  Sampling:  22%|██▏       | 4437/20000 [00:52<03:03, 85.01it/s]
  Sampling:  22%|██▏       | 4446/20000 [00:52<03:02, 85.06it/s]
  Sampling:  22%|██▏       | 4455/20000 [00:52<03:02, 85.15it/s]
  Sampling:  22%|██▏       | 4464/20000 [00:52<03:02, 85.00it/s]
  Sampling:  22%|██▏       | 4473/20000 [00:52<03:02, 84.97it/s]
  Sampling:  22%|██▏       | 4482/20000 [00:53<03:02, 84.96it/s]
  Sampling:  22%|██▏       | 4491/20000 [00:53<03:02, 84.99it/s]
  Sampling:  22%|██▎       | 4500/20000 [00:53<03:02, 84.94it/s]
  Sampling:  23%|██▎       | 4509/20000 [00:53<03:02, 84.82it/s]
  Sampling:  23%|██▎       | 4518/20000 [00:53<03:02, 85.02it/s]
  Sampling:  23%|██▎       | 4527/20000 [00:53<03:02, 84.96it/s]
  Sampling:  23%|██▎       | 4536/20000 [00:53<03:02, 84.83it/s]
  Sampling:  23%|██▎       | 4545/20000 [00:53<03:02, 84.87it/s]
  Sampling:  23%|██▎       | 4554/20000 [00:53<03:01, 84.96it/s]
  Sampling:  23%|██▎       | 4563/20000 [00:54<03:01, 85.02it/s]
  Sampling:  23%|██▎       | 4572/20000 [00:54<03:01, 85.03it/s]
  Sampling:  23%|██▎       | 4581/20000 [00:54<03:01, 84.95it/s]
  Sampling:  23%|██▎       | 4590/20000 [00:54<03:01, 85.00it/s]
  Sampling:  23%|██▎       | 4599/20000 [00:54<03:01, 85.01it/s]
  Sampling:  23%|██▎       | 4608/20000 [00:54<03:01, 84.93it/s]
  Sampling:  23%|██▎       | 4617/20000 [00:54<03:00, 85.19it/s]
  Sampling:  23%|██▎       | 4626/20000 [00:54<03:00, 85.18it/s]
  Sampling:  23%|██▎       | 4635/20000 [00:54<03:00, 85.09it/s]
  Sampling:  23%|██▎       | 4644/20000 [00:54<03:00, 85.00it/s]
  Sampling:  23%|██▎       | 4653/20000 [00:55<03:00, 85.10it/s]
  Sampling:  23%|██▎       | 4662/20000 [00:55<02:59, 85.30it/s]
  Sampling:  23%|██▎       | 4671/20000 [00:55<02:59, 85.35it/s]
  Sampling:  23%|██▎       | 4680/20000 [00:55<02:58, 85.74it/s]
  Sampling:  23%|██▎       | 4689/20000 [00:55<02:57, 86.32it/s]
  Sampling:  23%|██▎       | 4698/20000 [00:55<02:58, 85.86it/s]
  Sampling:  24%|██▎       | 4707/20000 [00:55<02:58, 85.44it/s]
  Sampling:  24%|██▎       | 4716/20000 [00:55<02:58, 85.41it/s]
  Sampling:  24%|██▎       | 4725/20000 [00:55<02:58, 85.43it/s]
  Sampling:  24%|██▎       | 4734/20000 [00:56<02:58, 85.31it/s]
  Sampling:  24%|██▎       | 4743/20000 [00:56<02:59, 85.16it/s]
  Sampling:  24%|██▍       | 4752/20000 [00:56<02:59, 85.06it/s]
  Sampling:  24%|██▍       | 4761/20000 [00:56<02:59, 85.01it/s]
  Sampling:  24%|██▍       | 4770/20000 [00:56<02:58, 85.19it/s]
  Sampling:  24%|██▍       | 4779/20000 [00:56<02:58, 85.21it/s]
  Sampling:  24%|██▍       | 4788/20000 [00:56<02:58, 85.22it/s]
  Sampling:  24%|██▍       | 4797/20000 [00:56<02:58, 85.24it/s]
  Sampling:  24%|██▍       | 4806/20000 [00:56<02:58, 85.24it/s]
  Sampling:  24%|██▍       | 4815/20000 [00:56<02:58, 85.04it/s]
  Sampling:  24%|██▍       | 4824/20000 [00:57<02:58, 84.83it/s]
  Sampling:  24%|██▍       | 4833/20000 [00:57<02:58, 84.80it/s]
  Sampling:  24%|██▍       | 4842/20000 [00:57<02:58, 84.75it/s]
  Sampling:  24%|██▍       | 4851/20000 [00:57<02:58, 84.77it/s]
  Sampling:  24%|██▍       | 4860/20000 [00:57<02:58, 84.76it/s]
  Sampling:  24%|██▍       | 4869/20000 [00:57<02:58, 84.87it/s]
  Sampling:  24%|██▍       | 4878/20000 [00:57<02:58, 84.81it/s]
  Sampling:  24%|██▍       | 4887/20000 [00:57<02:57, 85.03it/s]
  Sampling:  24%|██▍       | 4896/20000 [00:57<02:57, 85.04it/s]
  Sampling:  25%|██▍       | 4905/20000 [00:58<02:57, 85.07it/s]
  Sampling:  25%|██▍       | 4914/20000 [00:58<02:57, 85.08it/s]
  Sampling:  25%|██▍       | 4923/20000 [00:58<02:57, 85.13it/s]
  Sampling:  25%|██▍       | 4932/20000 [00:58<02:56, 85.17it/s]
  Sampling:  25%|██▍       | 4941/20000 [00:58<02:57, 84.99it/s]
  Sampling:  25%|██▍       | 4950/20000 [00:58<02:57, 84.76it/s]
  Sampling:  25%|██▍       | 4959/20000 [00:58<02:57, 84.90it/s]
  Sampling:  25%|██▍       | 4968/20000 [00:58<02:57, 84.73it/s]
  Sampling:  25%|██▍       | 4977/20000 [00:58<02:57, 84.85it/s]
  Sampling:  25%|██▍       | 4986/20000 [00:59<02:56, 84.91it/s]
  Sampling:  25%|██▍       | 4995/20000 [00:59<02:56, 84.99it/s]
  Sampling:  25%|██▌       | 5004/20000 [00:59<02:56, 84.93it/s]
  Sampling:  25%|██▌       | 5013/20000 [00:59<02:56, 85.10it/s]
  Sampling:  25%|██▌       | 5022/20000 [00:59<02:56, 85.09it/s]
  Sampling:  25%|██▌       | 5031/20000 [00:59<02:55, 85.08it/s]
  Sampling:  25%|██▌       | 5040/20000 [00:59<02:55, 85.24it/s]
  Sampling:  25%|██▌       | 5049/20000 [00:59<02:55, 85.14it/s]
  Sampling:  25%|██▌       | 5058/20000 [00:59<02:55, 85.16it/s]
  Sampling:  25%|██▌       | 5067/20000 [00:59<02:55, 85.18it/s]
  Sampling:  25%|██▌       | 5076/20000 [01:00<02:55, 85.19it/s]
  Sampling:  25%|██▌       | 5085/20000 [01:00<02:55, 85.09it/s]
  Sampling:  25%|██▌       | 5094/20000 [01:00<02:55, 85.10it/s]
  Sampling:  26%|██▌       | 5103/20000 [01:00<02:56, 84.37it/s]
  Sampling:  26%|██▌       | 5112/20000 [01:00<02:56, 84.46it/s]
  Sampling:  26%|██▌       | 5121/20000 [01:00<02:55, 84.62it/s]
  Sampling:  26%|██▌       | 5130/20000 [01:00<02:55, 84.63it/s]
  Sampling:  26%|██▌       | 5139/20000 [01:00<02:55, 84.77it/s]
  Sampling:  26%|██▌       | 5148/20000 [01:00<02:55, 84.60it/s]
  Sampling:  26%|██▌       | 5157/20000 [01:01<02:56, 84.05it/s]
  Sampling:  26%|██▌       | 5166/20000 [01:01<02:55, 84.37it/s]
  Sampling:  26%|██▌       | 5175/20000 [01:01<02:55, 84.51it/s]
  Sampling:  26%|██▌       | 5184/20000 [01:01<02:55, 84.57it/s]
  Sampling:  26%|██▌       | 5193/20000 [01:01<02:54, 84.76it/s]
  Sampling:  26%|██▌       | 5202/20000 [01:01<02:54, 84.68it/s]
  Sampling:  26%|██▌       | 5211/20000 [01:01<02:54, 84.76it/s]
  Sampling:  26%|██▌       | 5220/20000 [01:01<02:54, 84.77it/s]
  Sampling:  26%|██▌       | 5229/20000 [01:01<02:54, 84.83it/s]
  Sampling:  26%|██▌       | 5238/20000 [01:01<02:53, 84.99it/s]
  Sampling:  26%|██▌       | 5247/20000 [01:02<02:53, 84.98it/s]
  Sampling:  26%|██▋       | 5256/20000 [01:02<02:53, 84.99it/s]
  Sampling:  26%|██▋       | 5265/20000 [01:02<02:53, 85.05it/s]
  Sampling:  26%|██▋       | 5274/20000 [01:02<02:53, 85.04it/s]
  Sampling:  26%|██▋       | 5283/20000 [01:02<02:53, 85.00it/s]
  Sampling:  26%|██▋       | 5292/20000 [01:02<02:52, 85.14it/s]
  Sampling:  27%|██▋       | 5301/20000 [01:02<02:52, 85.05it/s]
  Sampling:  27%|██▋       | 5310/20000 [01:02<02:52, 85.08it/s]
  Sampling:  27%|██▋       | 5319/20000 [01:02<02:52, 85.02it/s]
  Sampling:  27%|██▋       | 5328/20000 [01:03<02:52, 85.12it/s]
  Sampling:  27%|██▋       | 5337/20000 [01:03<02:52, 85.18it/s]
  Sampling:  27%|██▋       | 5346/20000 [01:03<02:52, 85.09it/s]
  Sampling:  27%|██▋       | 5355/20000 [01:03<02:52, 84.91it/s]
  Sampling:  27%|██▋       | 5364/20000 [01:03<02:52, 84.91it/s]
  Sampling:  27%|██▋       | 5373/20000 [01:03<02:52, 84.68it/s]
  Sampling:  27%|██▋       | 5382/20000 [01:03<02:52, 84.96it/s]
  Sampling:  27%|██▋       | 5391/20000 [01:03<02:51, 84.94it/s]
  Sampling:  27%|██▋       | 5400/20000 [01:03<02:51, 84.97it/s]
  Sampling:  27%|██▋       | 5409/20000 [01:03<02:51, 85.09it/s]
  Sampling:  27%|██▋       | 5418/20000 [01:04<02:51, 85.16it/s]
  Sampling:  27%|██▋       | 5427/20000 [01:04<02:51, 85.03it/s]
  Sampling:  27%|██▋       | 5436/20000 [01:04<02:51, 85.08it/s]
  Sampling:  27%|██▋       | 5445/20000 [01:04<02:50, 85.14it/s]
  Sampling:  27%|██▋       | 5454/20000 [01:04<02:51, 85.06it/s]
  Sampling:  27%|██▋       | 5463/20000 [01:04<02:50, 85.12it/s]
  Sampling:  27%|██▋       | 5472/20000 [01:04<02:50, 85.08it/s]
  Sampling:  27%|██▋       | 5481/20000 [01:04<02:50, 85.14it/s]
  Sampling:  27%|██▋       | 5490/20000 [01:04<02:49, 85.36it/s]
  Sampling:  27%|██▋       | 5499/20000 [01:05<02:49, 85.37it/s]
  Sampling:  28%|██▊       | 5508/20000 [01:05<02:49, 85.42it/s]
  Sampling:  28%|██▊       | 5517/20000 [01:05<02:49, 85.41it/s]
  Sampling:  28%|██▊       | 5526/20000 [01:05<02:49, 85.42it/s]
  Sampling:  28%|██▊       | 5535/20000 [01:05<02:49, 85.33it/s]
  Sampling:  28%|██▊       | 5544/20000 [01:05<02:49, 85.27it/s]
  Sampling:  28%|██▊       | 5553/20000 [01:05<02:48, 85.50it/s]
  Sampling:  28%|██▊       | 5562/20000 [01:05<02:48, 85.46it/s]
  Sampling:  28%|██▊       | 5571/20000 [01:05<02:49, 85.27it/s]
  Sampling:  28%|██▊       | 5580/20000 [01:05<02:49, 85.17it/s]
  Sampling:  28%|██▊       | 5589/20000 [01:06<02:49, 85.20it/s]
  Sampling:  28%|██▊       | 5598/20000 [01:06<02:49, 85.12it/s]
  Sampling:  28%|██▊       | 5607/20000 [01:06<02:48, 85.24it/s]
  Sampling:  28%|██▊       | 5616/20000 [01:06<02:48, 85.31it/s]
  Sampling:  28%|██▊       | 5625/20000 [01:06<02:48, 85.50it/s]
  Sampling:  28%|██▊       | 5634/20000 [01:06<02:48, 85.29it/s]
  Sampling:  28%|██▊       | 5643/20000 [01:06<02:48, 85.14it/s]
  Sampling:  28%|██▊       | 5652/20000 [01:06<02:48, 85.12it/s]
  Sampling:  28%|██▊       | 5661/20000 [01:06<02:48, 85.03it/s]
  Sampling:  28%|██▊       | 5670/20000 [01:07<02:48, 85.02it/s]
